,nbti,like,think,people,one,know,really,would,thing,time,get,link,feel,type,make,much,well,say,friend,love,way,want,good,see,something,also,lot,go,even,always,life,someone,could,never,though,year,find,thought,need,infp,actually,extraverted
151,INFJ,7,4,7,22,6,1,0,16,9,6,6,4,0,5,1,4,2,1,15,10,3,3,10,2,5,2,8,2,6,18,7,4,4,2,3,4,2,3,1,0,introverted
152,ENFP,7,4,3,12,8,7,4,8,6,9,6,1,1,1,3,6,0,1,3,4,2,1,3,3,1,0,12,3,1,1,0,3,0,4,13,6,2,1,0,2,extraverted
153,ENFP,7,5,5,15,4,8,3,12,9,1,4,7,2,1,2,5,5,2,7,4,0,2,6,2,2,4,10,1,1,4,2,1,1,5,0,0,1,1,0,3,extraverted
154,INTP,0,5,5,12,2,2,3,1,2,0,2,2,0,1,0,3,2,0,1,3,2,2,1,0,2,2,6,2,0,2,1,0,4,1,3,1,1,0,0,1,introverted
155,ENTP,2,0,1,4,2,0,2,0,2,2,0,0,2,2,0,0,0,0,0,1,0,2,2,0,0,0,3,0,1,0,0,0,1,2,0,0,1,1,0,0,extraverted
156,INTJ,12,11,1,6,1,0,16,10,6,1,1,5,5,1,1,2,5,2,0,2,3,0,6,2,0,1,1,0,1,2,0,5,0,3,0,1,2,0,1,0,introverted
157,INTP,7,6,5,10,4,6,5,5,0,2,0,2,4,1,5,1,0,1,1,7,1,0,6,4,2,2,1,2,0,1,2,1,0,6,0,1,1,0,1,1,introverted
158,ENTP,5,2,0,4,0,1,1,0,2,1,22,0,0,0,2,0,1,0,1,2,1,6,1,0,1,0,10,0,1,4,1,3,1,0,0,2,0,0,0,2,extraverted
159,ENFP,3,3,2,8,2,1,8,2,1,4,26,2,1,0,3,1,1,1,1,3,1,4,1,1,1,2,5,1,2,0,1,0,2,3,0,0,2,1,0,1,extraverted
160,ESTP,9,0,4,10,12,2,2,12,5,6,0,1,3,4,0,1,4,10,2,4,14,0,6,1,0,3,23,1,2,4,2,0,1,1,1,2,0,5,7,0,extraverted
161,INTJ,3,2,7,12,2,9,3,4,3,4,9,1,0,1,1,1,1,2,0,7,2,2,8,1,0,2,16,5,3,0,2,2,1,5,2,2,2,8,0,0,introverted
162,INTP,9,7,11,4,0,0,1,4,1,2,1,8,10,3,3,0,1,2,5,3,2,0,2,1,0,1,8,1,0,0,2,0,7,1,1,2,1,2,7,0,introverted
163,ENTP,15,10,7,16,3,6,5,8,7,9,9,0,2,0,7,2,2,5,3,7,2,0,6,1,1,2,15,3,3,0,4,3,4,4,2,2,4,1,1,1,extraverted
164,INFP,14,6,3,17,5,4,7,6,3,8,10,8,2,0,3,1,9,1,5,10,0,2,5,4,2,1,12,2,2,3,2,0,3,6,0,1,5,2,3,3,introverted
165,INFJ,9,5,11,10,3,4,4,6,8,12,8,2,1,2,4,1,7,3,3,8,6,2,5,3,1,5,8,1,2,3,1,2,1,1,1,1,1,1,0,0,introverted
166,INFJ,9,9,4,10,2,2,4,4,2,5,7,5,1,4,6,0,5,3,5,9,2,4,8,0,2,3,14,4,3,0,0,5,1,6,1,3,3,1,0,2,introverted
167,INTJ,8,6,1,7,2,2,5,5,6,1,5,8,3,2,1,1,3,1,0,6,2,4,0,0,4,4,11,0,3,2,0,0,2,1,2,3,1,3,0,2,introverted
168,ENFP,11,4,5,19,9,0,1,8,7,10,0,8,0,0,1,4,0,1,0,8,2,3,9,1,1,5,15,2,4,1,2,1,1,5,1,4,2,1,0,0,extraverted
169,INTJ,12,7,8,12,7,3,7,10,9,12,1,1,2,5,2,1,1,0,2,9,3,3,4,0,1,2,24,3,1,2,2,3,5,5,1,0,2,4,0,2,introverted
170,INTJ,1,3,1,2,4,1,0,6,1,0,3,1,0,2,1,0,2,0,0,1,2,0,0,1,0,0,4,1,0,1,1,1,1,0,0,0,0,0,3,0,introverted
171,INTP,4,2,4,12,8,5,8,7,1,9,1,0,0,2,3,2,4,0,0,8,0,2,9,3,2,0,3,2,1,2,4,0,2,6,1,1,1,1,0,1,introverted
172,ISFJ,5,1,3,2,2,4,4,6,0,1,6,2,0,0,1,1,2,0,10,4,2,2,0,1,2,0,4,1,2,0,1,1,3,2,0,1,0,1,0,1,introverted
173,INTP,14,8,11,14,4,7,2,10,5,6,2,5,1,1,3,4,1,0,2,2,5,4,3,2,0,2,13,1,1,4,1,5,0,8,2,2,5,6,1,1,introverted
174,ISTP,12,2,3,10,4,6,5,12,7,2,3,1,4,0,6,2,4,5,5,9,2,3,1,1,4,2,12,4,3,0,0,0,2,4,2,0,0,4,3,0,introverted
175,INTP,3,5,1,7,4,4,1,5,3,3,12,1,2,4,2,1,3,0,0,5,1,4,4,1,3,3,6,1,0,1,2,1,4,2,0,2,0,1,0,0,introverted
176,INTP,5,7,12,21,15,1,5,12,5,5,1,2,1,4,2,4,2,4,1,10,5,1,4,4,3,0,16,1,5,1,6,2,2,3,1,2,3,0,0,0,introverted
177,INTP,8,12,5,11,8,6,2,6,10,9,9,4,1,0,2,6,5,9,2,9,2,4,3,2,1,3,11,7,5,2,3,2,3,3,6,5,1,1,0,0,introverted
178,INTP,9,2,1,3,5,2,1,7,8,2,4,3,2,4,4,1,2,1,2,5,7,1,3,0,0,1,3,3,0,0,0,1,0,3,0,1,3,0,0,2,introverted
179,INFP,7,10,2,10,9,12,3,8,1,5,6,6,1,2,2,8,4,5,9,5,2,3,1,4,3,4,20,5,1,2,1,2,5,2,3,1,0,0,9,1,introverted
180,ENTP,9,9,4,11,6,4,9,12,4,6,4,11,6,4,2,1,2,5,5,4,6,1,7,3,4,2,8,2,1,1,1,5,1,3,0,5,2,2,0,0,extraverted
181,INFP,2,10,0,12,4,8,1,4,4,3,11,5,1,2,2,0,2,1,2,3,0,1,3,2,1,0,5,3,2,0,4,1,0,0,1,3,0,0,6,2,introverted
182,INTP,3,7,10,14,10,3,3,5,7,8,5,3,3,4,3,2,3,10,5,6,0,5,4,1,5,3,16,6,3,1,0,0,1,6,3,5,2,3,1,1,introverted
183,INTJ,11,11,4,8,6,6,2,9,6,7,0,4,10,4,3,1,4,2,3,5,4,0,4,5,1,7,8,2,4,1,2,2,2,1,4,1,0,2,0,1,introverted
184,ENTP,4,9,12,22,1,2,5,10,4,13,2,4,1,5,1,2,2,0,1,3,4,8,8,1,1,2,19,1,0,4,4,2,0,0,1,0,0,3,0,4,extraverted
185,INFJ,8,7,6,10,4,7,4,19,5,8,6,3,1,3,4,2,7,1,1,3,1,0,3,3,2,3,11,1,2,2,1,0,2,3,3,2,1,2,0,0,introverted
186,INTJ,1,2,0,4,2,0,3,0,1,1,0,0,3,1,1,0,2,0,1,1,0,1,3,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,7,0,introverted
187,INTP,17,6,11,18,2,2,8,5,4,4,0,0,8,4,2,4,3,4,6,5,6,0,4,1,0,4,13,3,3,2,0,0,4,2,2,7,2,4,0,0,introverted
188,ISTP,9,6,8,5,7,7,0,11,5,7,4,4,1,3,0,2,3,2,3,2,4,1,3,3,0,0,8,2,0,1,1,1,0,0,0,1,0,8,0,0,introverted
189,ISTJ,6,11,2,14,10,4,8,16,3,4,1,12,4,6,0,4,3,2,2,7,10,3,2,6,4,3,10,2,0,5,2,2,2,2,1,0,0,3,5,1,introverted
190,INFP,8,2,3,13,2,3,9,12,11,3,6,9,2,1,3,3,3,4,10,0,8,2,9,4,2,6,15,1,0,7,2,0,2,10,10,2,6,0,3,1,introverted
191,INTJ,11,5,4,13,3,0,5,1,6,6,0,4,2,2,4,0,5,6,0,4,1,0,3,0,2,2,11,0,0,2,0,0,1,2,3,1,0,2,0,1,introverted
192,ENFP,12,8,2,10,3,1,2,8,4,7,2,8,1,2,1,0,2,0,5,7,5,1,2,0,3,2,7,1,0,1,0,2,0,0,1,0,0,1,4,0,extraverted
193,INFP,10,1,5,13,9,2,2,11,5,6,15,10,0,3,2,0,3,0,1,5,9,1,6,4,1,0,12,0,0,3,3,0,1,0,4,1,0,3,0,0,introverted
194,INTP,10,6,5,18,2,3,2,5,3,5,0,3,5,2,7,2,1,6,2,9,0,3,15,2,1,2,8,4,4,2,4,0,2,8,1,4,1,2,3,2,introverted
195,INTJ,4,6,4,12,5,1,6,12,8,4,6,4,1,3,4,2,4,1,4,10,7,0,3,5,3,0,5,2,1,0,2,1,5,4,5,0,3,2,3,4,introverted
196,INTJ,6,4,6,9,2,1,0,7,6,5,2,1,1,3,0,0,1,1,0,5,3,1,1,1,0,4,4,1,0,0,0,0,0,1,0,0,0,1,0,0,introverted
197,INFP,4,3,8,15,4,2,1,7,5,7,0,3,0,5,3,2,3,6,12,1,4,3,4,2,2,4,12,0,0,6,6,1,1,1,9,0,0,1,4,3,introverted
198,INTP,17,6,13,16,6,2,1,14,5,6,2,7,2,4,4,5,3,9,4,8,2,6,3,3,1,5,15,1,2,1,1,0,1,3,3,3,1,3,0,3,introverted
199,INTP,5,4,4,14,6,3,3,11,2,13,4,3,0,3,1,2,2,4,2,4,3,3,3,2,1,1,14,3,4,1,1,0,2,0,1,0,0,2,1,2,introverted
200,ESFP,3,5,5,6,7,4,6,5,4,2,12,0,3,2,1,0,2,2,2,3,0,1,3,1,0,1,5,1,0,2,1,0,0,1,0,1,1,2,0,0,extraverted
201,INTJ,7,3,6,6,1,1,6,5,2,2,13,2,2,1,0,0,2,0,1,1,3,3,1,1,3,1,9,0,0,2,1,2,2,3,1,1,2,1,0,0,introverted
202,ISFP,30,5,6,7,7,5,5,9,6,7,1,3,0,3,1,2,3,1,5,2,3,1,1,3,1,3,11,3,1,0,4,2,1,2,1,0,2,2,0,3,introverted
203,INFJ,8,7,1,10,9,2,3,2,6,3,3,6,4,3,0,2,2,1,2,2,3,4,3,0,0,0,9,2,0,2,1,1,2,1,0,0,0,2,1,0,introverted
204,INTJ,4,1,1,6,4,0,3,5,0,3,33,3,1,2,0,0,2,1,1,3,0,3,0,3,0,0,8,2,0,0,2,0,1,2,0,1,1,1,0,1,introverted
205,INTJ,9,10,4,11,6,5,10,7,2,5,6,5,2,1,1,6,2,3,2,4,0,4,4,4,1,5,9,0,1,1,0,4,0,2,4,2,0,0,1,2,introverted
206,INTP,6,9,10,4,8,1,5,8,2,5,1,2,9,6,2,1,4,1,1,4,0,1,4,0,5,2,8,3,2,0,2,2,3,5,0,1,2,3,1,1,introverted
207,INTP,7,14,4,5,1,1,3,4,1,2,8,9,2,5,1,5,5,5,1,3,2,10,3,0,0,2,11,3,1,1,1,2,1,4,0,6,0,1,2,2,introverted
208,INFP,12,5,2,12,2,1,3,3,7,4,0,11,0,1,4,1,3,2,1,7,7,1,7,3,0,1,9,1,2,0,5,2,2,5,1,1,2,4,2,1,introverted
209,ENFP,10,2,4,16,4,3,4,3,2,3,1,1,3,4,2,1,2,3,1,6,1,1,7,2,3,4,7,2,4,0,0,1,2,1,0,1,0,0,0,2,extraverted
210,INFP,11,3,8,12,7,9,5,8,8,11,1,16,2,4,2,3,2,10,0,6,3,4,5,0,0,3,12,3,1,0,2,1,1,4,2,1,4,2,12,0,introverted
211,INFP,4,17,5,9,5,6,5,7,4,3,0,2,2,3,6,2,2,2,7,9,2,9,3,0,2,6,15,1,2,3,1,2,1,2,1,3,0,1,7,0,introverted
212,INFP,7,4,7,11,8,0,1,9,4,1,3,2,4,2,0,4,8,2,2,8,0,2,3,5,2,4,5,1,4,0,1,1,4,2,1,0,2,0,4,4,introverted
213,INFP,5,3,3,4,0,1,0,2,3,3,0,4,0,2,0,0,0,2,2,3,1,0,3,1,0,1,4,1,1,0,0,0,0,2,0,0,2,0,5,0,introverted
214,INTP,8,2,3,5,0,0,3,1,0,2,12,0,1,0,0,2,4,1,3,1,1,0,3,0,2,1,5,2,0,0,1,1,0,0,0,0,0,3,0,0,introverted
215,INTP,11,13,2,16,6,4,4,9,12,9,3,3,0,3,0,0,5,2,0,10,3,2,5,0,2,1,4,1,2,1,1,1,0,3,0,1,2,3,0,1,introverted
216,INFP,9,2,16,15,9,5,2,12,6,4,9,6,2,5,1,2,4,8,3,6,0,0,4,3,2,6,7,2,3,2,1,0,4,7,0,2,3,1,1,1,introverted
217,INFP,8,7,6,12,0,1,4,14,6,1,0,2,4,3,1,2,2,1,2,5,0,6,2,1,3,0,12,2,2,1,0,1,2,4,6,1,2,4,8,1,introverted
218,INFP,4,4,2,8,2,2,0,5,2,2,13,2,1,1,4,3,2,1,1,3,0,4,3,2,2,4,9,5,1,0,1,0,0,4,0,3,0,1,4,0,introverted
219,INFJ,8,6,6,13,7,10,1,6,5,1,5,0,10,1,2,5,0,8,2,3,1,3,1,0,3,1,9,3,1,1,1,2,1,1,0,2,1,1,0,2,introverted
220,ENFP,15,8,6,7,5,2,3,2,0,2,3,2,16,2,4,1,0,0,0,0,0,0,9,1,0,1,2,5,0,0,0,1,1,5,0,0,1,1,0,3,extraverted
221,INTJ,9,1,3,10,4,1,5,10,5,1,3,4,0,4,0,4,6,2,1,2,1,2,6,1,0,0,7,4,0,0,3,0,0,2,0,3,2,1,0,0,introverted
222,INFJ,6,7,0,4,21,1,6,10,4,5,3,6,2,4,1,2,4,1,1,7,4,2,7,3,1,1,6,2,2,1,2,3,0,6,0,2,5,2,1,0,introverted
223,INFJ,8,1,1,7,4,5,4,2,0,0,21,7,6,2,3,0,1,0,3,4,2,1,1,0,1,3,4,3,0,1,1,3,0,3,0,0,2,0,0,1,introverted
224,ENTP,5,5,1,2,0,0,2,0,3,10,1,1,0,2,1,0,1,10,2,0,0,0,2,0,4,0,11,0,0,2,0,0,11,2,1,9,0,0,0,0,extraverted
225,INTP,14,3,2,6,4,9,7,11,8,7,0,1,0,2,0,0,2,10,5,4,9,2,1,1,1,1,6,5,0,0,2,1,5,5,1,1,2,1,1,2,introverted
226,INTP,6,9,0,10,2,1,10,11,6,5,3,3,0,0,3,2,2,6,1,14,1,4,6,0,2,2,11,2,9,6,1,6,2,7,1,2,3,2,0,0,introverted
227,INFP,10,1,5,6,2,10,0,6,1,5,1,5,0,0,2,0,4,0,1,5,4,1,2,0,2,2,3,6,1,2,1,1,4,3,1,2,2,0,6,3,introverted
228,INFP,6,8,8,10,2,5,4,7,2,2,1,3,16,2,5,1,6,2,2,1,3,5,6,1,2,2,13,0,0,2,2,2,1,3,0,1,2,1,14,2,introverted
229,INFJ,7,0,2,8,0,2,2,9,4,7,0,8,2,2,2,5,1,8,13,5,2,1,2,0,0,0,10,1,1,1,0,1,1,3,4,0,1,0,0,2,introverted
230,INTP,8,4,4,8,5,6,3,10,5,4,11,2,3,5,3,2,4,1,0,2,8,1,3,5,3,0,7,2,0,3,1,1,3,1,1,0,1,4,2,0,introverted
231,INFP,22,15,11,16,9,9,1,14,5,3,0,19,2,4,8,1,4,1,4,7,10,2,6,4,2,2,15,4,2,3,5,2,1,4,1,1,2,2,6,3,introverted
232,INTP,9,2,1,9,4,4,0,3,5,6,22,4,1,1,1,0,2,3,2,3,2,4,3,2,6,0,36,2,0,1,0,1,0,1,1,0,0,1,1,3,introverted
233,INFP,15,14,9,14,9,10,2,19,7,8,0,9,3,4,4,3,8,5,1,8,3,2,9,6,1,5,13,1,4,2,3,2,1,2,0,1,2,3,24,0,introverted
234,INFJ,6,8,13,5,12,1,7,11,4,0,5,2,0,4,0,5,2,1,14,13,12,4,3,4,0,0,7,0,10,1,3,0,1,1,1,2,1,0,0,1,introverted
235,ENFJ,10,4,6,13,5,4,7,8,1,3,1,1,7,0,6,3,3,5,0,6,5,1,5,2,2,1,8,1,1,1,0,0,1,1,4,6,1,1,4,0,extraverted
236,ISTP,1,1,1,10,5,1,0,2,4,1,1,3,0,0,0,4,2,4,1,0,0,6,2,1,0,0,12,2,0,0,0,0,0,2,0,0,1,6,1,0,introverted
237,INTJ,5,7,8,8,7,3,9,5,3,5,0,1,4,2,3,6,5,12,1,5,4,1,2,2,1,3,10,3,1,1,1,1,1,5,0,2,2,6,0,5,introverted
238,INFP,12,10,3,12,5,8,4,7,7,3,1,9,8,4,3,8,2,3,5,4,0,4,7,1,3,3,13,3,2,1,0,1,0,9,1,2,2,1,8,1,introverted
239,ISFP,18,10,0,8,3,2,9,9,7,15,1,12,5,3,7,4,3,5,9,6,1,4,5,1,1,2,6,1,2,5,2,1,5,4,0,2,3,1,2,2,introverted
240,ENTJ,17,4,8,11,1,8,4,11,5,4,0,3,2,3,4,2,3,3,10,10,5,0,4,4,5,1,5,2,7,0,3,3,3,9,2,4,2,3,0,2,extraverted
241,ENTP,5,0,3,6,3,2,5,4,0,0,0,1,5,1,0,3,5,2,1,3,2,2,5,2,3,0,6,0,0,2,0,2,0,2,2,0,1,2,2,0,extraverted
242,ISFP,14,7,4,14,1,13,0,4,5,10,0,9,2,2,0,2,3,2,5,10,4,4,12,0,3,1,12,4,6,1,1,4,0,5,1,2,0,0,7,2,introverted
243,ENFP,6,2,2,5,4,1,6,11,6,3,4,7,1,5,2,5,4,0,4,3,1,3,10,2,2,2,9,1,1,6,2,2,1,9,1,0,8,2,0,0,extraverted
244,INFP,6,5,9,9,10,3,2,10,5,8,0,2,3,6,1,9,1,2,2,3,1,4,7,3,0,5,11,2,0,1,0,3,1,1,2,2,0,4,3,4,introverted
245,ENFP,8,7,7,20,4,6,3,4,5,7,0,6,0,4,5,1,0,1,8,4,6,3,2,2,2,3,15,2,1,4,1,1,4,2,2,2,1,1,1,3,extraverted
246,ENTP,6,9,5,9,6,2,4,10,4,8,1,4,1,4,3,7,4,5,1,8,1,0,3,1,2,3,6,1,2,1,2,1,4,3,2,1,2,2,0,4,extraverted
247,INFP,13,9,10,14,5,1,4,6,3,4,0,6,4,6,4,1,1,3,10,9,4,3,4,2,2,1,5,1,3,3,4,3,4,2,4,0,2,2,8,1,introverted
248,INFP,10,8,8,9,2,3,9,11,7,4,2,5,2,4,3,1,2,7,6,7,5,1,8,1,5,3,12,6,5,2,1,2,1,4,2,2,3,1,6,2,introverted
249,ISFP,23,12,4,9,7,15,4,14,6,6,2,11,8,1,2,3,1,0,10,13,3,1,6,8,7,5,14,3,5,3,2,1,5,6,2,2,4,2,9,0,introverted
250,INFP,10,11,3,10,11,7,10,12,3,6,1,3,2,9,3,5,10,4,9,4,3,4,10,6,5,0,15,2,0,1,2,5,0,9,4,0,4,1,10,2,introverted
251,INFJ,5,2,4,10,4,1,4,7,11,8,0,9,0,2,1,3,1,2,8,8,5,1,3,3,1,2,11,3,3,2,3,2,3,5,1,1,3,1,4,0,introverted
252,ENTP,6,10,5,18,3,6,6,6,3,7,0,1,4,6,4,7,5,2,3,5,6,4,3,3,2,3,21,5,2,0,1,5,6,2,0,2,2,1,0,4,extraverted
253,INFP,15,12,4,5,4,6,7,9,5,6,1,12,10,3,5,4,2,3,4,7,1,2,8,0,7,7,10,2,2,0,0,3,1,4,0,0,0,3,9,2,introverted
254,ISTP,7,6,4,9,4,3,3,6,4,6,4,0,3,2,2,3,4,4,1,3,1,1,4,3,1,1,16,2,0,1,2,0,5,2,2,2,1,1,1,0,introverted
255,INTJ,12,11,6,16,3,7,0,7,10,8,7,4,0,5,2,2,6,0,1,8,3,2,1,2,4,2,6,3,1,3,4,0,5,7,1,1,1,0,0,2,introverted
256,INTP,13,14,3,10,1,7,15,11,10,7,0,4,0,3,6,3,8,5,4,8,2,1,3,5,2,6,11,2,2,4,0,4,3,5,6,1,3,2,0,10,introverted
257,INFJ,6,7,3,4,10,3,3,5,11,2,1,4,0,4,6,5,2,0,6,7,0,1,2,2,4,2,7,1,5,7,0,0,1,0,1,1,0,6,0,0,introverted
258,ISTJ,11,5,6,16,4,0,6,10,1,4,1,5,0,1,3,2,7,0,1,7,3,1,7,4,1,2,7,1,0,1,2,4,2,7,0,0,4,5,0,2,introverted
259,INTJ,5,4,6,11,6,2,1,6,9,7,10,1,0,2,1,6,1,1,0,2,1,1,1,3,1,1,5,1,1,1,1,1,1,2,0,4,1,2,0,1,introverted
260,INFP,10,6,12,11,7,3,4,12,4,11,8,3,0,1,2,0,4,3,9,5,5,2,6,4,2,6,8,5,1,3,2,2,0,1,2,2,0,5,4,1,introverted
261,INFJ,13,4,6,1,1,0,2,5,3,3,4,6,1,2,0,2,1,1,0,1,0,2,3,0,0,0,6,3,0,1,0,1,3,2,0,0,0,0,0,0,introverted
262,INTJ,15,8,5,9,8,6,2,9,2,4,0,6,4,7,3,2,6,1,5,5,6,2,7,6,1,1,12,5,2,3,2,2,1,1,1,1,1,2,9,0,introverted
263,ENFJ,10,10,4,12,5,8,3,18,10,8,2,13,4,3,2,5,3,7,3,10,0,6,6,6,3,7,12,1,1,1,0,3,0,1,1,1,0,2,2,4,extraverted
264,INFP,14,17,12,13,4,4,8,12,9,12,0,4,3,7,4,1,6,5,3,10,2,10,9,6,1,3,16,0,6,0,3,1,2,4,1,4,1,3,8,4,introverted
265,INFP,6,6,12,13,6,1,4,15,2,4,0,2,4,6,1,0,5,1,8,5,1,3,4,3,2,5,10,1,2,4,4,3,2,3,1,1,1,3,2,2,introverted
266,ISTJ,8,8,8,16,5,5,6,14,3,4,0,3,2,4,3,0,2,7,0,2,2,1,9,2,3,1,8,6,1,4,1,1,3,11,4,7,0,5,0,3,introverted
267,ISTJ,9,15,4,17,7,8,2,15,8,6,4,5,10,2,4,2,5,0,2,15,1,1,8,2,3,2,11,0,7,1,0,1,0,10,0,2,2,5,2,0,introverted
268,ISFP,5,4,3,7,4,2,0,7,1,2,18,1,2,1,0,0,1,1,4,2,1,1,3,2,2,0,4,2,0,2,1,2,0,2,0,0,1,2,0,0,introverted
269,INFP,9,14,10,21,12,9,4,18,4,10,4,9,1,4,6,4,5,1,2,5,4,5,1,3,3,0,7,5,4,5,5,3,2,4,0,1,0,2,1,2,introverted
270,INFJ,8,5,4,14,10,4,3,6,4,6,0,5,4,5,2,5,4,4,4,5,7,3,3,0,4,5,10,3,2,2,3,3,0,2,3,4,0,1,0,0,introverted
271,INFP,5,12,13,13,0,2,2,9,4,8,0,4,7,4,5,3,2,1,2,7,1,2,7,1,4,2,7,8,2,1,4,4,1,6,0,1,4,1,2,2,introverted
272,INTP,3,6,5,8,1,0,2,2,3,1,10,1,3,4,0,2,3,1,3,2,0,0,2,1,1,1,4,1,0,0,0,1,3,1,0,0,0,0,1,2,introverted
273,INFP,19,4,3,11,4,6,1,12,1,2,5,10,2,0,1,1,3,1,6,2,6,2,2,1,4,0,15,2,1,0,0,1,0,7,6,0,1,0,5,1,introverted
274,INTP,5,4,4,10,7,2,11,21,2,5,0,2,2,3,6,4,1,3,2,13,9,0,5,5,2,1,8,4,8,5,0,5,2,9,1,2,4,2,1,2,introverted
275,INTJ,16,0,0,5,1,0,1,3,2,0,1,0,14,0,0,2,1,3,0,2,0,0,1,0,1,0,5,1,1,1,0,0,0,0,0,0,0,0,2,1,introverted
276,INTJ,17,10,11,15,17,4,8,7,3,1,4,0,18,5,2,8,1,1,1,2,5,1,4,1,2,2,11,1,0,3,1,5,0,5,1,1,4,1,9,1,introverted
277,INFJ,21,6,15,23,5,10,2,16,6,7,2,15,3,2,5,7,6,0,6,6,6,1,4,4,3,9,11,1,3,5,5,2,2,4,1,2,3,1,3,4,introverted
278,INFP,8,10,10,15,6,2,15,4,3,6,2,4,8,0,9,6,4,0,0,12,1,2,9,1,1,2,7,2,4,1,1,4,1,3,1,2,2,1,1,0,introverted
279,INTP,11,11,7,10,6,8,6,13,4,6,7,3,0,3,4,2,4,1,2,7,3,2,3,2,2,2,18,3,2,4,1,0,5,4,1,2,1,2,0,1,introverted
280,INTJ,2,8,3,20,2,4,2,9,2,7,0,2,2,4,1,1,7,0,0,2,2,4,7,4,1,4,7,0,0,2,0,3,2,7,0,4,4,0,2,1,introverted
281,ENFP,12,12,7,14,9,4,3,7,9,7,3,3,17,6,4,3,4,11,1,9,5,3,5,2,4,6,12,1,4,1,1,3,3,8,3,2,5,3,6,2,extraverted
282,INFP,5,7,0,8,3,1,0,4,11,5,3,0,5,3,2,0,0,0,1,1,0,1,4,1,1,1,6,1,0,1,1,3,1,0,0,1,0,0,21,0,introverted
283,INTP,16,5,4,17,5,4,3,7,4,8,2,4,1,2,1,2,4,4,4,7,2,5,3,2,2,1,15,3,2,0,3,0,4,2,2,2,1,5,0,3,introverted
284,ENTJ,16,5,9,6,5,6,3,7,3,3,0,2,6,7,5,3,2,0,1,7,3,1,10,1,3,6,10,0,1,0,0,5,0,5,0,3,4,11,1,6,extraverted
285,INTJ,4,2,6,8,3,3,5,9,6,4,15,1,1,3,2,0,3,1,3,3,3,0,1,3,1,1,3,1,1,2,1,2,0,2,0,3,2,2,0,1,introverted
286,INFJ,9,25,11,20,5,1,10,10,2,4,1,3,3,4,0,2,3,1,0,4,0,5,0,5,1,1,11,0,1,0,9,1,4,0,2,2,0,0,2,0,introverted
287,INFP,6,6,8,15,7,1,3,11,6,2,2,5,7,2,3,0,4,1,7,6,4,1,5,2,0,1,6,2,0,3,1,2,2,5,1,2,4,3,14,1,introverted
288,ENTJ,3,7,4,15,9,6,1,12,4,6,3,8,3,4,3,3,5,2,5,6,0,4,4,5,2,4,18,3,2,3,5,4,0,1,4,0,1,5,2,1,extraverted
289,INTP,8,6,8,15,2,1,4,10,3,3,11,6,1,0,1,3,4,4,2,5,4,3,6,2,0,2,13,3,1,2,4,0,5,5,3,2,1,5,0,7,introverted
290,INTP,13,17,9,20,3,10,6,13,3,5,0,6,0,4,1,1,4,6,6,7,4,1,6,3,4,6,14,4,3,1,7,4,0,2,3,2,0,3,0,4,introverted
291,INFP,14,12,4,23,7,5,6,7,10,3,1,7,1,4,0,3,4,9,4,4,4,4,6,1,2,2,13,2,3,5,3,2,2,2,2,0,0,0,4,1,introverted
292,INTP,2,7,6,10,4,9,1,13,9,8,3,1,2,1,2,2,3,3,0,5,6,1,4,4,0,2,13,3,1,1,1,0,1,2,2,1,1,3,0,0,introverted
293,ENTP,14,0,2,13,6,4,2,2,7,8,6,4,1,4,2,5,2,2,2,4,4,3,1,1,3,0,13,4,2,1,1,4,3,2,3,2,2,3,1,1,extraverted
294,INTJ,7,16,3,12,10,4,6,5,5,6,0,1,9,1,4,7,3,2,0,6,3,1,2,2,0,1,8,2,2,1,4,1,0,5,3,2,1,0,1,5,introverted
295,INTP,14,11,7,11,6,6,7,14,2,5,2,1,3,6,2,2,9,4,0,10,8,4,12,4,3,1,15,6,7,3,2,3,1,5,3,2,4,1,1,1,introverted
296,INTJ,10,12,6,12,11,1,4,18,6,3,1,4,1,0,6,2,3,0,0,3,2,2,4,8,1,3,7,3,1,1,0,3,0,6,1,1,1,2,0,0,introverted
297,INFP,4,5,4,2,2,1,2,7,4,2,4,3,1,0,2,2,2,3,0,1,2,0,0,3,1,2,1,1,0,0,1,0,2,0,0,0,0,1,1,4,introverted
298,INFJ,1,4,1,4,0,1,5,1,4,1,0,0,18,0,2,1,3,0,0,2,0,1,4,0,1,1,4,1,1,0,1,1,0,1,0,6,0,1,4,0,introverted
299,INFJ,14,13,8,16,5,4,2,9,10,4,0,4,7,5,2,4,3,2,4,8,4,0,3,2,8,3,2,6,7,0,2,1,1,3,1,0,1,1,1,2,introverted
300,INFP,13,15,3,21,5,6,6,22,4,10,2,5,4,2,3,0,9,2,2,10,3,3,2,6,3,4,6,4,1,3,2,1,1,8,2,3,1,1,7,4,introverted
301,ENFP,10,5,3,24,3,2,7,19,6,5,3,3,5,3,3,0,1,4,5,4,2,3,5,9,0,2,10,2,2,5,7,1,0,2,0,2,1,4,1,1,extraverted
302,INTP,15,18,5,17,12,5,1,11,9,11,0,7,2,5,6,3,4,9,7,12,6,1,6,1,3,1,13,2,2,4,4,1,2,3,1,2,3,3,0,1,introverted
303,ISTP,7,7,4,14,3,4,0,12,6,5,10,8,0,2,5,5,3,4,5,1,0,0,4,2,4,1,12,0,1,1,2,3,3,8,2,2,2,2,0,4,introverted
